transaction_id,loan_id,customer_id,name,transaction_date,transaction_amount,loan_amount,transaction_flag
2923,2252,48,"David Ellis","11/2/2023 8:58",29012,29277,"High-Value Transaction"
4756,2252,797,"David Martin","10/29/2020 14:44",20051,29277,"High-Value Transaction"
3598,2258,804,"Andrea Drake","4/8/2020 2:52",49394,128780,"High-Value Transaction"
4060,2258,646,"Ruben Mathews","6/11/2023 5:57",40861,128780,"High-Value Transaction"
4790,2258,647,"Kayla Cox","11/15/2022 16:03",49151,128780,"High-Value Transaction"
3372,2264,869,"James Wilson","12/2/2023 0:18",39844,8045,"High-Value Transaction"
3996,2264,144,"Brian Woods","11/26/2020 2:50",13246,8045,"High-Value Transaction"
886,2265,364,"Jacqueline Guerrero","2/16/2024 3:39",46272,125450,"High-Value Transaction"
3044,2277,514,"Andrew Santiago","5/3/2021 6:12",45118,112548,"High-Value Transaction"
2393,2288,425,"Tommy Martinez","4/8/2020 17:56",34175,8318,"High-Value Transaction"
3791,2288,24,"Keith Jackson","3/28/2023 17:34",37780,8318,"High-Value Transaction"
1744,2292,249,"Donna Brown","7/12/2023 15:42",44003,31555,"High-Value Transaction"
4078,2300,593,"Keith Hale","4/20/2024 12:41",29385,42533,"High-Value Transaction"
212,2302,656,"Wayne Baldwin","1/9/2020 13:40",49532,52149,"High-Value Transaction"
1123,2307,437,"Kathryn Wright","7/6/2023 7:09",42312,82009,"High-Value Transaction"
1495,2321,978,"Seth Herrera","3/22/2024 5:39",41675,79447,"High-Value Transaction"
4109,2322,388,"Elizabeth Williams","4/25/2023 4:30",46665,100341,"High-Value Transaction"
4963,2322,141,"Brian Cain","1/19/2024 15:40",45151,100341,"High-Value Transaction"
4532,2324,791,"Louis Flores","2/23/2021 4:36",28753,84905,"High-Value Transaction"
2877,2327,147,"Charles Anderson","8/13/2023 13:12",42487,136654,"High-Value Transaction"
4803,2327,974,"Gerald Thompson","2/4/2021 22:21",44130,136654,"High-Value Transaction"
898,2328,793,"Charles Ramos","9/29/2020 11:03",38257,30379,"High-Value Transaction"
1461,2328,112,"Michael Carpenter","8/8/2021 22:40",12823,30379,"High-Value Transaction"
3469,2328,846,"Janet Delgado","11/12/2022 14:34",10872,30379,"High-Value Transaction"
2057,2329,39,"Selena Roberts","9/18/2020 8:54",22779,12164,"High-Value Transaction"
2572,2333,408,"David Massey","5/23/2023 14:53",24344,71988,"High-Value Transaction"
936,2337,144,"Brian Woods","2/10/2023 16:35",26934,19167,"High-Value Transaction"
4112,2337,291,"Christopher Hull","6/2/2020 8:38",31131,19167,"High-Value Transaction"
2688,2348,751,"Toni Gill","5/24/2024 19:44",14328,31165,"High-Value Transaction"
2921,2348,432,"Vanessa Gonzalez","6/27/2022 4:48",27043,31165,"High-Value Transaction"
826,2349,942,"Christopher Hodge","3/9/2022 20:11",44276,138109,"High-Value Transaction"
4461,2359,353,"Laura Jones","7/27/2022 22:38",46979,94054,"High-Value Transaction"
4547,2382,824,"Sara Merritt","2/20/2021 22:52",44267,144627,"High-Value Transaction"
4477,2389,963,"Jonathan Lang","3/6/2024 16:36",49301,104084,"High-Value Transaction"
1656,2395,524,"Dwayne Becker","12/26/2022 13:36",38398,33231,"High-Value Transaction"
1680,2411,843,"Jennifer Rodriguez","12/23/2021 15:47",36756,49716,"High-Value Transaction"
4280,2431,363,"Timothy Casey","1/14/2023 9:13",44150,59510,"High-Value Transaction"
2555,2436,167,"Cheryl Wright","9/21/2021 14:17",49666,36086,"High-Value Transaction"
3126,2436,64,"Brent Adams","2/11/2022 0:56",40717,36086,"High-Value Transaction"
2194,2442,693,"Pamela Mason","11/10/2024 11:06",38263,41911,"High-Value Transaction"
136,2444,407,"Brittany Bowen","9/8/2020 14:25",32314,103005,"High-Value Transaction"
3242,2447,355,"Brooke Downs","1/30/2023 23:09",45440,31782,"High-Value Transaction"
1823,2450,786,"Joe Pittman","12/17/2019 15:18",34582,12860,"High-Value Transaction"
3640,2451,473,"Jose Morris","1/4/2020 16:46",47927,92108,"High-Value Transaction"
2122,2456,705,"Brad Soto","9/26/2020 15:33",44910,101293,"High-Value Transaction"
3111,2456,273,"Dana Cohen","10/28/2024 17:52",40313,101293,"High-Value Transaction"
3430,2469,802,"Gabriel Snow","11/23/2023 2:25",36055,46770,"High-Value Transaction"
289,2473,368,"Daniel Hayes","8/1/2020 4:15",45633,55853,"High-Value Transaction"
2836,2473,400,"Richard Stephens","8/22/2020 1:37",30985,55853,"High-Value Transaction"
4245,2479,613,"Tom Clark","9/26/2021 5:20",36477,47746,"High-Value Transaction"
723,2480,657,"Dr. Donald Kane Jr.","9/13/2024 5:02",25920,36529,"High-Value Transaction"
4358,2486,985,"David Owens","4/7/2024 1:33",35974,106227,"High-Value Transaction"
2053,2487,422,"Margaret Ruiz","4/30/2020 23:45",39679,108632,"High-Value Transaction"
3384,2497,646,"Ruben Mathews","1/7/2021 2:28",38377,96126,"High-Value Transaction"
4919,2497,866,"Patrick Wilcox","11/21/2022 16:44",29594,96126,"High-Value Transaction"
2466,2499,915,"Cynthia Jones","8/4/2020 15:52",20270,18806,"High-Value Transaction"
867,2502,206,"Joe Gonzalez","4/3/2022 5:15",37370,93632,"High-Value Transaction"
2230,2502,112,"Michael Carpenter","9/28/2021 3:37",48080,93632,"High-Value Transaction"
3115,2502,276,"Brandon Guerrero","1/28/2020 7:50",29766,93632,"High-Value Transaction"
1087,2511,441,"Daniel Webb","8/1/2022 8:01",46287,69693,"High-Value Transaction"
4836,2511,654,"Heather Vance","5/9/2024 9:36",35242,69693,"High-Value Transaction"
3517,2513,445,"Donna Hill","12/8/2021 15:40",37035,106023,"High-Value Transaction"
1652,2516,944,"Melissa Garrett","2/1/2021 5:09",47403,117140,"High-Value Transaction"
670,2536,83,"Kenneth White","10/21/2020 17:30",41398,12062,"High-Value Transaction"
2851,2539,89,"Alexander Terry","10/24/2024 4:28",32837,39295,"High-Value Transaction"
1653,2546,854,"Justin Quinn","5/8/2020 21:21",40750,134146,"High-Value Transaction"
1708,2549,635,"Jason Bautista","12/23/2021 12:31",45161,8607,"High-Value Transaction"
758,2553,545,"Jennifer Kaiser","8/13/2023 19:43",36038,33789,"High-Value Transaction"
4638,2561,586,"Dr. Pamela Willis","8/11/2022 7:31",47117,43599,"High-Value Transaction"
1437,2563,598,"Madeline Bailey","3/19/2020 1:47",29149,73361,"High-Value Transaction"
2121,2563,322,"Mitchell Dixon","11/2/2021 9:44",24610,73361,"High-Value Transaction"
3925,2568,835,"Stephen Thomas","12/12/2020 11:06",43350,108993,"High-Value Transaction"
2788,2580,909,"Larry Rich","4/30/2023 4:09",45929,103811,"High-Value Transaction"
664,2582,214,"Taylor Henry","5/18/2022 17:05",23606,13054,"High-Value Transaction"
1825,2582,725,"Misty Gonzalez","3/13/2022 2:09",7928,13054,"High-Value Transaction"
4048,2582,927,"Timothy Martin","7/4/2021 23:30",31753,13054,"High-Value Transaction"
300,2583,938,"Anthony Mitchell","5/11/2023 21:29",36064,119615,"High-Value Transaction"
4107,2583,864,"Barbara Smith","5/18/2023 4:52",43225,119615,"High-Value Transaction"
343,2584,375,"Michael Murphy","9/11/2024 7:21",35079,11518,"High-Value Transaction"
1800,2584,344,"Jessica Simpson","7/21/2023 23:30",17761,11518,"High-Value Transaction"
4513,2588,755,"Marie Gonzalez","11/20/2023 13:12",40509,134533,"High-Value Transaction"
3231,2596,604,"Gavin Simmons","1/10/2020 15:35",16383,28165,"High-Value Transaction"
4190,2596,254,"Cathy Smith","2/26/2020 10:58",42901,28165,"High-Value Transaction"
1119,2599,27,"Ms. Kimberly Gomez DVM","5/15/2022 7:28",26758,50085,"High-Value Transaction"
2652,2599,602,"Janice Jenkins","7/30/2020 7:15",40051,50085,"High-Value Transaction"
4988,2618,385,"Susan Torres MD","2/12/2022 3:12",46618,91930,"High-Value Transaction"
2728,2620,654,"Heather Vance","9/18/2024 11:16",46566,120837,"High-Value Transaction"
3441,2621,166,"Andrea Brown","1/12/2021 19:43",20547,36066,"High-Value Transaction"
3712,2621,626,"Jennifer Wade","6/15/2021 3:23",34321,36066,"High-Value Transaction"
4693,2621,522,"Lori Alexander","12/26/2020 8:29",12950,36066,"High-Value Transaction"
901,2626,622,"Brian Guerrero","7/1/2020 14:43",8299,12470,"High-Value Transaction"
3254,2626,229,"Christopher Mills","5/3/2023 10:25",15751,12470,"High-Value Transaction"
1255,2636,566,"Suzanne Rivers","6/13/2021 2:48",20297,30422,"High-Value Transaction"
3865,2636,825,"Katherine Long","4/1/2021 2:30",11450,30422,"High-Value Transaction"
2566,2638,944,"Melissa Garrett","9/5/2021 6:16",16493,37271,"High-Value Transaction"
3746,2638,710,"Diane Richardson","12/26/2022 14:54",14612,37271,"High-Value Transaction"
4671,2643,657,"Dr. Donald Kane Jr.","12/17/2022 18:16",20994,36419,"High-Value Transaction"
1357,2644,859,"Todd Cisneros","10/26/2020 20:44",40626,116512,"High-Value Transaction"
3869,2644,272,"Katelyn Simpson","4/25/2020 6:04",42154,116512,"High-Value Transaction"
3390,2648,266,"Michael Thornton","2/9/2022 17:46",47834,118280,"High-Value Transaction"
656,2652,634,"Cheryl Lowe","7/19/2021 12:16",43581,18313,"High-Value Transaction"
2858,2652,310,"James Rivera","8/28/2024 10:46",11192,18313,"High-Value Transaction"
4032,2652,161,"Russell Duran","6/9/2022 22:59",35456,18313,"High-Value Transaction"
1355,2667,333,"Tracy Sanchez","7/10/2022 3:30",49807,122926,"High-Value Transaction"
1679,2667,901,"Danny Moody","10/11/2021 4:45",44872,122926,"High-Value Transaction"
802,2669,731,"Eric Mcdonald","2/17/2020 18:48",9313,24366,"High-Value Transaction"
1071,2669,797,"David Martin","3/14/2023 5:16",29942,24366,"High-Value Transaction"
4636,2669,232,"Robert Underwood","3/5/2021 13:18",20080,24366,"High-Value Transaction"
116,2672,772,"Douglas Craig","7/8/2024 23:14",47528,142530,"High-Value Transaction"
3767,2672,109,"Derrick Smith","7/5/2020 19:17",45777,142530,"High-Value Transaction"
529,2677,932,"Denise Leon","9/7/2022 23:00",44388,58263,"High-Value Transaction"
2773,2677,447,"Nicole Hodges","8/16/2021 21:43",30517,58263,"High-Value Transaction"
3569,2677,2,"Steven Hicks","2/2/2023 17:18",49680,58263,"High-Value Transaction"
4738,2677,440,"Laura Schmitt","5/18/2022 6:11",28269,58263,"High-Value Transaction"
2847,2680,912,"Robert Jackson","7/25/2020 23:51",41599,87004,"High-Value Transaction"
2874,2680,211,"Heather Barnes","12/7/2020 22:27",34096,87004,"High-Value Transaction"
4732,2680,65,"Colleen Rivers","4/4/2024 14:30",45252,87004,"High-Value Transaction"
776,2690,653,"Shirley Watson","4/10/2024 18:03",39936,13429,"High-Value Transaction"
4204,2693,689,"Virginia Melton","1/11/2023 17:59",21596,15622,"High-Value Transaction"
3054,2725,967,"Erica Olson","2/1/2021 0:09",29578,87609,"High-Value Transaction"
1037,2730,276,"Brandon Guerrero","12/2/2023 5:34",49553,101964,"High-Value Transaction"
2611,2742,489,"Ashley Jones","3/5/2021 9:11",48543,51722,"High-Value Transaction"
485,2743,424,"Raven Trujillo","4/14/2022 12:31",47910,79789,"High-Value Transaction"
3943,2743,142,"Alex Singh","9/26/2022 1:23",38377,79789,"High-Value Transaction"
3621,2745,792,"Lindsey Snyder","7/23/2021 23:25",46703,129945,"High-Value Transaction"
4166,2757,110,"Amanda Robbins","9/2/2023 3:28",39312,108297,"High-Value Transaction"
1280,2759,660,"Audrey Simmons","5/9/2020 11:03",48054,42217,"High-Value Transaction"
4379,2761,786,"Joe Pittman","5/19/2020 22:55",46584,144509,"High-Value Transaction"
648,2764,483,"Gail Simmons","12/28/2022 5:47",29992,39646,"High-Value Transaction"
4534,2764,922,"Rachel Edwards","2/18/2020 17:17",45587,39646,"High-Value Transaction"
586,2769,542,"Matthew Johnson","4/11/2021 7:56",3663,9123,"High-Value Transaction"
1259,2769,325,"Keith Chavez","12/27/2023 16:56",6483,9123,"High-Value Transaction"
2440,2769,376,"Cheryl Wilkinson","12/9/2020 14:46",27463,9123,"High-Value Transaction"
4421,2780,474,"Adriana Willis","8/24/2022 11:15",38745,46658,"High-Value Transaction"
2654,2785,3,"Mark Olson","4/9/2022 17:17",46947,74029,"High-Value Transaction"
3047,2785,154,"Angela Oneill","5/27/2023 19:55",41526,74029,"High-Value Transaction"
3180,2785,639,"Matthew Lopez","2/28/2023 18:36",33381,74029,"High-Value Transaction"
4356,2789,66,"John Perez","10/2/2022 5:35",31351,33109,"High-Value Transaction"
2498,2799,760,"William Spencer","7/12/2023 18:26",28643,82695,"High-Value Transaction"
4749,2799,39,"Selena Roberts","4/27/2020 17:27",40748,82695,"High-Value Transaction"
2638,2812,682,"Connor Zavala","4/12/2022 9:40",34126,70034,"High-Value Transaction"
4193,2816,537,"John Mueller","12/11/2019 20:17",48346,151151,"High-Value Transaction"
3248,2817,261,"Robert Carpenter","4/14/2021 6:00",30114,19419,"High-Value Transaction"
1725,2827,825,"Katherine Long","4/24/2022 5:37",44249,73927,"High-Value Transaction"
4113,2827,925,"Kimberly Reynolds","2/13/2022 9:13",31695,73927,"High-Value Transaction"
1765,2831,956,"Bradley Holden","10/8/2024 17:47",36213,91779,"High-Value Transaction"
2584,2831,705,"Brad Soto","3/15/2022 13:00",36207,91779,"High-Value Transaction"
2035,2832,450,"Hector Washington","8/6/2020 23:47",17588,17150,"High-Value Transaction"
4709,2832,941,"Donald Warren","10/25/2021 8:25",5313,17150,"High-Value Transaction"
2696,2839,444,"Benjamin Mason","10/10/2024 5:46",47619,48488,"High-Value Transaction"
902,2840,419,"Jonathan Wolf","12/4/2020 2:18",40046,127459,"High-Value Transaction"
4777,2840,940,"Tyler Walsh","4/5/2020 1:03",49678,127459,"High-Value Transaction"
580,2841,651,"William Donaldson","5/27/2022 3:59",31228,39850,"High-Value Transaction"
1563,2841,829,"Manuel Oconnor","2/25/2022 14:02",45834,39850,"High-Value Transaction"
3611,2841,795,"Ashley Pruitt","10/7/2023 16:13",27211,39850,"High-Value Transaction"
4624,2843,753,"Rhonda Brown","2/23/2024 6:03",32905,98592,"High-Value Transaction"
4047,2844,352,"Danielle Durham","10/8/2022 4:59",38389,79301,"High-Value Transaction"
1682,2849,630,"Carol Russell","3/26/2024 22:01",44453,23846,"High-Value Transaction"
1039,2851,858,"Spencer Padilla","5/10/2020 20:43",34466,94231,"High-Value Transaction"
3338,2851,475,"Casey Malone","1/1/2024 15:31",48493,94231,"High-Value Transaction"
1573,2853,14,"Katherine Smith","3/11/2023 3:07",47451,88707,"High-Value Transaction"
4387,2853,433,"Heather Melendez","10/7/2023 21:10",46978,88707,"High-Value Transaction"
3623,2855,96,"Jennifer Sparks","5/6/2024 9:58",37689,42663,"High-Value Transaction"
3949,2857,43,"Cynthia Wilkins","12/11/2019 16:06",19319,55247,"High-Value Transaction"
820,2859,120,"Susan Jimenez","3/4/2022 9:06",47889,110949,"High-Value Transaction"
2435,2872,791,"Louis Flores","3/29/2022 8:38",44537,139336,"High-Value Transaction"
964,2873,621,"Christy Hartman","7/15/2024 23:07",41018,112780,"High-Value Transaction"
1964,2885,77,"Michael Garza","3/8/2024 15:24",32821,77539,"High-Value Transaction"
2707,2888,645,"Christopher Watson","5/31/2023 4:55",46437,48938,"High-Value Transaction"
1736,2892,68,"Ryan Douglas","3/3/2024 1:30",41637,107121,"High-Value Transaction"
2866,2900,166,"Andrea Brown","11/8/2023 15:16",13462,32176,"High-Value Transaction"
3316,2905,607,"Amber Reed","7/21/2021 23:52",30490,88992,"High-Value Transaction"
2357,2907,410,"Jeffrey King","4/29/2023 7:28",36828,65904,"High-Value Transaction"
3552,2910,822,"Jeremy Anderson","5/9/2023 11:34",44939,146623,"High-Value Transaction"
1062,2914,654,"Heather Vance","3/15/2021 22:01",18274,47864,"High-Value Transaction"
1417,2915,843,"Jennifer Rodriguez","5/22/2020 5:27",48352,125698,"High-Value Transaction"
2341,2921,509,"Jose Castaneda","12/4/2020 15:07",35203,76931,"High-Value Transaction"
3677,2921,381,"David Lee","1/16/2023 11:57",24916,76931,"High-Value Transaction"
2309,2925,739,"Laura Atkinson","11/12/2020 1:32",44989,115020,"High-Value Transaction"
4941,2930,644,"Sharon Hickman","8/9/2023 10:09",13171,35745,"High-Value Transaction"
682,2932,98,"Joseph Carter","3/26/2024 1:30",19449,23696,"High-Value Transaction"
1892,2932,170,"Kendra Martinez","11/9/2021 13:43",30831,23696,"High-Value Transaction"
2977,2932,255,"Colin Thomas","7/6/2024 15:30",38620,23696,"High-Value Transaction"
3287,2932,450,"Hector Washington","4/8/2020 8:12",37057,23696,"High-Value Transaction"
3104,2957,783,"Amanda Miller","10/14/2024 5:07",22621,8158,"High-Value Transaction"
2412,2970,320,"Mike Howell","8/12/2022 8:48",6322,6627,"High-Value Transaction"
2459,2970,439,"Monica Hudson","3/6/2023 23:08",21262,6627,"High-Value Transaction"
3350,2970,152,"Kevin Thompson","11/22/2022 8:15",42041,6627,"High-Value Transaction"
108,2981,207,"Randy Wilcox","1/4/2024 13:00",27727,57385,"High-Value Transaction"
348,2981,510,"Jeffrey Stone","4/10/2020 16:01",35927,57385,"High-Value Transaction"
168,2982,629,"Dr. Whitney Cook DVM","7/24/2020 4:07",20625,67189,"High-Value Transaction"
3262,2982,285,"Kimberly Snyder","12/18/2020 22:05",38012,67189,"High-Value Transaction"
318,2988,844,"Timothy Hester","1/3/2020 0:03",49823,37417,"High-Value Transaction"
3533,2988,519,"Aaron Williams","7/14/2024 2:13",34587,37417,"High-Value Transaction"
3577,2988,935,"Nicholas Ponce","10/9/2021 18:43",13437,37417,"High-Value Transaction"
921,2990,137,"Jody Marshall","8/3/2023 6:25",46217,53922,"High-Value Transaction"
1044,2990,829,"Manuel Oconnor","3/27/2021 4:14",45386,53922,"High-Value Transaction"
1600,2990,399,"Jonathan Ramirez","9/5/2021 9:46",20387,53922,"High-Value Transaction"
1820,2990,468,"Bailey Hancock","7/24/2020 3:08",27886,53922,"High-Value Transaction"
1006,2994,15,"Megan Johnson","3/18/2024 18:41",40333,128785,"High-Value Transaction"
2387,2995,414,"Mrs. Sarah Swanson","7/25/2021 5:40",22411,14559,"High-Value Transaction"
378,2996,141,"Brian Cain","2/15/2021 9:48",30592,85170,"High-Value Transaction"
487,2998,247,"Samuel Chapman","12/17/2021 8:00",45399,6375,"High-Value Transaction"
4665,2998,827,"Penny Jordan DVM","8/2/2023 22:31",25082,6375,"High-Value Transaction"
